userid,age,area
66636713,26y - 30y,APAC
135724752,16y - 18y,NCSA
240708203,++50y,APAC
29618252,41y - 50y,APAC
174803190,16y - 18y,NCSA
230867440,16y - 18y,NCSA
260176248,16y - 18y,APAC
217873602,41y - 50y,NCSA
118934246,<13y,APAC
183253370,++50y,NCSA
30693536,26y - 30y,NCSA
226807053,++50y,APAC
124341208,31y - 40y,APAC
53556870,++50y,EMEA
4342505,13y - 15y,NCSA
257352949,<13y,NCSA
224275861,13y - 15y,NCSA
122097886,19y - 25y,APAC
22509352,<13y,NCSA
205925918,16y - 18y,EMEA
23972329,16y - 18y,NCSA
176639614,<13y,EMEA
77492355,41y - 50y,NCSA
97185469,31y - 40y,APAC
178013834,19y - 25y,NCSA
180297,13y - 15y,EMEA
87846922,26y - 30y,EMEA
90105356,13y - 15y,EMEA
51158319,<13y,EMEA
177051077,++50y,NCSA
18664348,26y - 30y,NCSA
234292342,16y - 18y,NCSA
92842443,19y - 25y,NCSA
37851940,26y - 30y,EMEA
5290161,13y - 15y,APAC
246945281,++50y,EMEA
127194438,41y - 50y,APAC
158533429,<13y,EMEA
204303523,<13y,NCSA
286871335,13y - 15y,APAC
82541162,31y - 40y,APAC
23777669,31y - 40y,APAC
84202700,<13y,EMEA
142774510,26y - 30y,EMEA
220913946,16y - 18y,NCSA
153626347,26y - 30y,NCSA
268012552,26y - 30y,EMEA
15813623,16y - 18y,APAC
269632643,31y - 40y,EMEA
17913448,31y - 40y,EMEA
109145616,<13y,NCSA
24846018,++50y,NCSA
276088173,31y - 40y,NCSA
263891047,31y - 40y,APAC
32829469,16y - 18y,NCSA
231240364,19y - 25y,EMEA
190922053,13y - 15y,NCSA
32030929,26y - 30y,APAC
297384608,<13y,NCSA
14211986,<13y,APAC
131451662,26y - 30y,NCSA
83102639,13y - 15y,EMEA
176836090,16y - 18y,EMEA
173395139,13y - 15y,APAC
280753950,++50y,NCSA
53306686,41y - 50y,EMEA
121672199,41y - 50y,NCSA
37425423,++50y,NCSA
25132735,19y - 25y,EMEA
68829750,13y - 15y,NCSA
125916421,41y - 50y,NCSA
15337114,13y - 15y,EMEA
98225782,13y - 15y,NCSA
79704455,13y - 15y,NCSA
173729001,41y - 50y,EMEA
73085327,16y - 18y,APAC
41190395,++50y,APAC
213249452,16y - 18y,NCSA
21581453,26y - 30y,APAC
117202175,16y - 18y,APAC
194673423,13y - 15y,EMEA
113685691,16y - 18y,APAC
126770440,++50y,NCSA
178976910,31y - 40y,EMEA
127525221,26y - 30y,APAC
306227119,++50y,NCSA
20942234,31y - 40y,NCSA
56165534,16y - 18y,NCSA
304502884,26y - 30y,EMEA
95074973,41y - 50y,EMEA
59877481,41y - 50y,NCSA
305785011,41y - 50y,APAC
280639227,26y - 30y,EMEA
58222279,<13y,NCSA
245044354,26y - 30y,EMEA
135379158,16y - 18y,APAC
174107911,26y - 30y,EMEA
185266162,++50y,APAC
131986667,19y - 25y,APAC
142176477,13y - 15y,EMEA
202154020,19y - 25y,APAC
81777512,31y - 40y,APAC
194573285,31y - 40y,APAC
15500201,31y - 40y,NCSA
136522960,31y - 40y,NCSA
103873936,<13y,APAC
297808771,++50y,NCSA
202901814,31y - 40y,EMEA
61946838,13y - 15y,EMEA
189775265,++50y,NCSA
82515637,<13y,EMEA
17226278,41y - 50y,EMEA
177220152,<13y,NCSA
180278940,<13y,EMEA
208845958,13y - 15y,APAC
56110270,26y - 30y,NCSA
17725927,31y - 40y,APAC
185722636,26y - 30y,NCSA
149942161,31y - 40y,APAC
244376363,<13y,APAC
12166973,31y - 40y,APAC
76375362,26y - 30y,APAC
234137453,16y - 18y,APAC
158031750,19y - 25y,EMEA
231723956,41y - 50y,NCSA
42205720,19y - 25y,NCSA
61313730,41y - 50y,EMEA
144216295,13y - 15y,EMEA
78858014,31y - 40y,NCSA
102507338,<13y,APAC
12358948,++50y,EMEA
53615096,19y - 25y,NCSA
230720419,13y - 15y,EMEA
32776943,<13y,EMEA
154258220,41y - 50y,NCSA
193942858,13y - 15y,APAC
235300046,41y - 50y,APAC
228456784,++50y,NCSA
112282766,<13y,NCSA
165988851,19y - 25y,EMEA
28447480,16y - 18y,APAC
1662408,16y - 18y,APAC
271526579,<13y,NCSA
111554975,++50y,EMEA
200315845,++50y,NCSA
88870335,<13y,NCSA
27661585,26y - 30y,APAC
265107691,++50y,EMEA
197311278,26y - 30y,APAC
186531526,19y - 25y,APAC
86818203,41y - 50y,NCSA
73342406,++50y,NCSA
96202207,31y - 40y,EMEA
264179621,19y - 25y,EMEA
8043002,26y - 30y,APAC
224965326,19y - 25y,EMEA
14395046,41y - 50y,EMEA
50178784,19y - 25y,NCSA
103480106,31y - 40y,EMEA
188930366,41y - 50y,APAC
138105628,13y - 15y,EMEA
284403572,16y - 18y,NCSA
67463761,26y - 30y,NCSA
55584853,31y - 40y,APAC
141804522,16y - 18y,EMEA
89366524,++50y,APAC
128378727,31y - 40y,APAC
257432029,++50y,APAC
268875308,19y - 25y,NCSA
80622601,19y - 25y,APAC
9804470,++50y,NCSA
86092728,31y - 40y,NCSA
156980484,13y - 15y,EMEA
23210646,19y - 25y,APAC
99188886,31y - 40y,EMEA
74009550,<13y,NCSA
94038310,13y - 15y,NCSA
11463739,41y - 50y,APAC
140850168,16y - 18y,APAC
187180777,<13y,APAC
68680815,19y - 25y,NCSA
307297381,++50y,APAC
62864670,16y - 18y,EMEA
175823459,16y - 18y,APAC
191457483,16y - 18y,NCSA
113916643,16y - 18y,EMEA
279105861,13y - 15y,NCSA
165567416,16y - 18y,EMEA
252751717,41y - 50y,EMEA
89682004,26y - 30y,EMEA
112620506,++50y,EMEA
167023113,13y - 15y,EMEA
5242809,16y - 18y,NCSA
149770264,41y - 50y,APAC
154703420,41y - 50y,NCSA
234603822,31y - 40y,NCSA
107249991,26y - 30y,APAC
116695119,16y - 18y,EMEA
133668073,16y - 18y,EMEA
57223375,31y - 40y,NCSA
60103954,13y - 15y,NCSA
180787718,19y - 25y,NCSA
239407495,31y - 40y,APAC
287634512,31y - 40y,NCSA
55318168,26y - 30y,APAC
61869184,26y - 30y,APAC
233762283,26y - 30y,NCSA
274048098,<13y,APAC
81855871,<13y,EMEA
206806637,<13y,NCSA
167278556,16y - 18y,EMEA
182779904,++50y,NCSA
94298341,++50y,NCSA
104069638,26y - 30y,APAC
19561889,26y - 30y,NCSA
26379381,31y - 40y,APAC
32697157,<13y,APAC
103839482,26y - 30y,NCSA
152724340,31y - 40y,APAC
144722409,31y - 40y,APAC
101518556,41y - 50y,NCSA
159304665,31y - 40y,EMEA
49260540,13y - 15y,EMEA
201944942,26y - 30y,APAC
183722831,13y - 15y,APAC
15590549,++50y,EMEA
52360356,16y - 18y,NCSA
127529214,19y - 25y,APAC
103124816,++50y,EMEA
172466071,16y - 18y,APAC
13439849,19y - 25y,APAC
81630480,++50y,EMEA
265187457,41y - 50y,APAC
25993902,31y - 40y,APAC
81692390,13y - 15y,NCSA
24685786,31y - 40y,APAC
152958617,16y - 18y,APAC
301263587,13y - 15y,EMEA
183469060,31y - 40y,NCSA
201459568,31y - 40y,EMEA
87888056,++50y,NCSA
46102287,31y - 40y,APAC
38343348,31y - 40y,EMEA
81142979,41y - 50y,EMEA
187486012,31y - 40y,APAC
35509163,26y - 30y,APAC
94795998,41y - 50y,NCSA
45743696,13y - 15y,NCSA
116614111,<13y,EMEA
23210748,31y - 40y,APAC
29673345,19y - 25y,APAC
107500310,31y - 40y,NCSA
52065536,13y - 15y,EMEA
68330593,++50y,APAC
142196256,31y - 40y,EMEA
190730289,13y - 15y,APAC
202924057,++50y,APAC
220836208,++50y,NCSA
192516162,++50y,APAC
238351269,++50y,NCSA
147464838,16y - 18y,EMEA
53295234,26y - 30y,APAC
23382282,41y - 50y,APAC
174519262,31y - 40y,APAC
78776988,19y - 25y,NCSA
107135502,26y - 30y,NCSA
5534521,19y - 25y,EMEA
142554177,<13y,NCSA
304461539,16y - 18y,APAC
1641763,13y - 15y,EMEA
92062081,13y - 15y,EMEA
194525494,<13y,APAC
84736660,26y - 30y,NCSA
97797969,26y - 30y,APAC
63365639,16y - 18y,APAC
113722955,31y - 40y,EMEA
14995810,13y - 15y,EMEA
42364377,<13y,NCSA
268850473,19y - 25y,EMEA
221939646,41y - 50y,APAC
248991682,41y - 50y,APAC
47299170,<13y,APAC
82739563,++50y,NCSA
176062126,++50y,EMEA
181981102,++50y,EMEA
123841633,13y - 15y,EMEA
145875456,19y - 25y,APAC
87281470,26y - 30y,APAC
132139922,<13y,EMEA
199341284,26y - 30y,NCSA
98175248,<13y,APAC
138727850,13y - 15y,NCSA
129365088,<13y,NCSA
238856881,26y - 30y,NCSA
118122397,19y - 25y,EMEA
293658785,13y - 15y,EMEA
23278338,16y - 18y,EMEA
114675771,<13y,APAC
263452532,31y - 40y,NCSA
92469212,13y - 15y,APAC
251311026,<13y,EMEA
106865901,13y - 15y,NCSA
10100902,26y - 30y,APAC
28525352,<13y,NCSA
137676761,31y - 40y,NCSA
1791854,26y - 30y,APAC
250107727,41y - 50y,EMEA
113958761,13y - 15y,APAC
300491597,13y - 15y,NCSA
262073164,<13y,NCSA
211222005,<13y,NCSA
109691447,13y - 15y,APAC
213811738,31y - 40y,EMEA
251218190,++50y,NCSA
12377961,16y - 18y,NCSA
109517105,16y - 18y,NCSA
180451993,31y - 40y,NCSA
144856658,16y - 18y,EMEA
162109887,13y - 15y,EMEA
294271244,31y - 40y,EMEA
247235061,31y - 40y,NCSA
75052563,13y - 15y,APAC
49305704,16y - 18y,NCSA
256528721,16y - 18y,NCSA
8941869,16y - 18y,NCSA
167463243,16y - 18y,EMEA
261644054,19y - 25y,APAC
196740159,26y - 30y,EMEA
302093612,++50y,APAC
251111558,16y - 18y,EMEA
6361600,26y - 30y,EMEA
258790221,13y - 15y,APAC
307302759,31y - 40y,APAC
34382759,31y - 40y,NCSA
258814439,31y - 40y,EMEA
177296734,26y - 30y,APAC
92176746,31y - 40y,APAC
225112312,++50y,EMEA
247486388,19y - 25y,APAC
143495839,<13y,EMEA
220562759,13y - 15y,APAC
117319068,++50y,NCSA
106216110,41y - 50y,NCSA
152408431,41y - 50y,EMEA
194648786,31y - 40y,NCSA
5083122,++50y,APAC
59500610,<13y,EMEA
199396968,26y - 30y,APAC
249325467,31y - 40y,EMEA
247978492,19y - 25y,APAC
169290105,41y - 50y,APAC
83461739,13y - 15y,EMEA
206306710,31y - 40y,NCSA
219484785,31y - 40y,NCSA
170673546,31y - 40y,EMEA
17344419,13y - 15y,NCSA
141359854,<13y,APAC
31790364,19y - 25y,APAC
113951126,13y - 15y,EMEA
105071878,<13y,NCSA
141180001,<13y,EMEA
50325033,++50y,NCSA
124092823,16y - 18y,APAC
39853390,31y - 40y,NCSA
282500587,19y - 25y,APAC
197702491,++50y,NCSA
16406614,<13y,APAC
30769844,19y - 25y,APAC
143604292,++50y,NCSA
274766204,++50y,EMEA
113949086,13y - 15y,APAC
177149541,26y - 30y,APAC
31315803,41y - 50y,NCSA
101136973,41y - 50y,APAC
115043175,19y - 25y,NCSA
86637279,26y - 30y,APAC
79472611,41y - 50y,NCSA
52762254,31y - 40y,APAC
179584025,<13y,NCSA
146223531,41y - 50y,APAC
191799551,19y - 25y,NCSA
124633835,26y - 30y,APAC
61326180,26y - 30y,NCSA
11901897,++50y,EMEA
57807687,<13y,EMEA
95036082,16y - 18y,APAC
61906512,26y - 30y,EMEA
59538193,++50y,NCSA
96734402,31y - 40y,EMEA
223107897,++50y,EMEA
122258779,41y - 50y,APAC
89695237,26y - 30y,EMEA
83797731,41y - 50y,NCSA
203247919,19y - 25y,APAC
230026597,16y - 18y,NCSA
285997041,41y - 50y,NCSA
26860941,19y - 25y,APAC
216077293,16y - 18y,NCSA
274192642,13y - 15y,APAC
8399076,31y - 40y,APAC
36626783,19y - 25y,EMEA
162903497,31y - 40y,NCSA
25216308,19y - 25y,NCSA
7263672,<13y,APAC
49934062,26y - 30y,APAC
23242544,41y - 50y,NCSA
118498718,<13y,NCSA
63682696,26y - 30y,NCSA
143743739,<13y,NCSA
159874981,41y - 50y,EMEA
262204173,13y - 15y,NCSA
165307412,31y - 40y,APAC
37340816,31y - 40y,NCSA
109950384,19y - 25y,NCSA
233822237,13y - 15y,NCSA
153987157,++50y,EMEA
203579210,26y - 30y,EMEA
51945827,<13y,NCSA
28964038,16y - 18y,APAC
61640074,<13y,NCSA
222274429,13y - 15y,NCSA
290404932,++50y,NCSA
222434576,13y - 15y,NCSA
249899490,13y - 15y,NCSA
99573422,19y - 25y,NCSA
89050033,31y - 40y,APAC
272722278,<13y,NCSA
189214471,41y - 50y,APAC
57208331,16y - 18y,NCSA
201343559,<13y,APAC
126452445,31y - 40y,EMEA
278764381,26y - 30y,NCSA
49453998,19y - 25y,APAC
181473024,<13y,NCSA
153041310,31y - 40y,EMEA
131137931,41y - 50y,NCSA
307233773,31y - 40y,APAC
276801970,13y - 15y,EMEA
213743362,41y - 50y,EMEA
189032720,26y - 30y,EMEA
43617024,19y - 25y,NCSA
22946298,<13y,EMEA
132350231,41y - 50y,APAC
49908405,16y - 18y,EMEA
279662179,<13y,APAC
144561763,<13y,APAC
223794664,26y - 30y,NCSA
285090735,41y - 50y,APAC
262895946,16y - 18y,APAC
70520827,++50y,EMEA
97508544,<13y,EMEA
43128445,<13y,APAC
239917122,++50y,NCSA
43886287,13y - 15y,EMEA
95784245,31y - 40y,EMEA
173154502,16y - 18y,APAC
269887115,31y - 40y,EMEA
52831480,++50y,NCSA
151221267,<13y,APAC
112154893,41y - 50y,APAC
209209657,13y - 15y,EMEA
121760848,26y - 30y,EMEA
83594891,<13y,NCSA
24834137,++50y,NCSA
77583551,41y - 50y,NCSA
66956301,++50y,EMEA
253470675,<13y,EMEA
34030800,++50y,APAC
171335071,19y - 25y,EMEA
102573204,41y - 50y,APAC
267362946,31y - 40y,NCSA
201452637,19y - 25y,EMEA
53397011,41y - 50y,APAC
121106570,++50y,EMEA
114070425,41y - 50y,NCSA
201685451,26y - 30y,EMEA
1133642,++50y,APAC
62573660,26y - 30y,NCSA
125081021,19y - 25y,APAC
105442570,31y - 40y,EMEA
122495626,26y - 30y,EMEA
213480133,<13y,EMEA
103475701,++50y,NCSA
58153172,13y - 15y,EMEA
153819550,31y - 40y,EMEA
200726403,19y - 25y,APAC
30474273,41y - 50y,EMEA
248251272,16y - 18y,APAC
166692386,26y - 30y,APAC
201344030,<13y,APAC
182268370,16y - 18y,EMEA
46239970,31y - 40y,NCSA
263463078,41y - 50y,APAC
4203786,31y - 40y,APAC
286776238,19y - 25y,APAC
304643696,++50y,NCSA
52463348,13y - 15y,EMEA
61368603,<13y,EMEA
52476229,<13y,APAC
300133499,26y - 30y,APAC
231662410,13y - 15y,APAC
137576844,16y - 18y,APAC
163600574,31y - 40y,EMEA
110727316,13y - 15y,APAC
175321093,13y - 15y,EMEA
12169557,19y - 25y,EMEA
36307075,13y - 15y,EMEA
227067863,31y - 40y,EMEA
297544082,16y - 18y,EMEA
121647580,26y - 30y,APAC
206946750,++50y,EMEA
17113380,++50y,APAC
202709726,19y - 25y,APAC
56932053,26y - 30y,EMEA
244351256,41y - 50y,APAC
290761735,41y - 50y,EMEA
234692697,19y - 25y,EMEA
248044603,++50y,APAC
96935552,26y - 30y,NCSA
103888987,26y - 30y,EMEA
61347936,41y - 50y,NCSA
18205663,26y - 30y,EMEA
225300750,13y - 15y,NCSA
59175250,16y - 18y,NCSA
102531323,41y - 50y,EMEA
231527491,13y - 15y,NCSA
96076345,16y - 18y,APAC
74270918,13y - 15y,APAC
301516930,19y - 25y,NCSA
134012515,++50y,EMEA
165816484,19y - 25y,EMEA
272735595,31y - 40y,NCSA
258610973,<13y,NCSA
213029960,++50y,APAC
282368354,26y - 30y,EMEA
5829256,31y - 40y,APAC
142080097,31y - 40y,APAC
115515988,31y - 40y,EMEA
61498085,31y - 40y,NCSA
230837811,++50y,EMEA
270877172,19y - 25y,APAC
41082187,<13y,APAC
192931716,41y - 50y,NCSA
31851687,31y - 40y,APAC
15408349,13y - 15y,APAC
182532769,<13y,APAC
49916948,<13y,APAC
242540678,41y - 50y,APAC
214173810,26y - 30y,APAC
260996899,16y - 18y,NCSA
79019596,13y - 15y,APAC
212479815,31y - 40y,APAC
56637461,13y - 15y,APAC
223114742,13y - 15y,EMEA
222498912,26y - 30y,NCSA
189609337,13y - 15y,EMEA
266120024,16y - 18y,NCSA
210425177,19y - 25y,NCSA
245736213,26y - 30y,EMEA
103445908,19y - 25y,EMEA
141025408,16y - 18y,EMEA
113890401,13y - 15y,APAC
293760410,<13y,EMEA
25230119,16y - 18y,APAC
46128033,16y - 18y,APAC
227983292,++50y,EMEA
180713685,31y - 40y,NCSA
84840970,++50y,APAC
77447050,19y - 25y,EMEA
271022889,26y - 30y,EMEA
309002580,<13y,EMEA
60707661,<13y,APAC
185383509,26y - 30y,EMEA
7852864,31y - 40y,NCSA
115631039,19y - 25y,EMEA
303883044,41y - 50y,NCSA
222894863,13y - 15y,EMEA
52185499,26y - 30y,EMEA
255222457,++50y,EMEA
37911604,41y - 50y,EMEA
131450112,++50y,APAC
275225013,13y - 15y,EMEA
279333842,16y - 18y,EMEA
219892340,41y - 50y,NCSA
261971033,41y - 50y,NCSA
222752974,19y - 25y,EMEA
58304855,19y - 25y,EMEA
120602764,++50y,EMEA
290336167,<13y,APAC
162011535,19y - 25y,APAC
159419476,19y - 25y,EMEA
308031883,<13y,EMEA
189171527,31y - 40y,EMEA
208191932,13y - 15y,NCSA
180677047,41y - 50y,NCSA
140840697,16y - 18y,NCSA
114638031,31y - 40y,EMEA
93523464,++50y,APAC
236916185,19y - 25y,APAC
165783551,19y - 25y,NCSA
292483411,41y - 50y,APAC
107341135,41y - 50y,EMEA
5500720,16y - 18y,NCSA
13771247,16y - 18y,NCSA
186402842,26y - 30y,NCSA
3608972,19y - 25y,EMEA
255344344,<13y,NCSA
163957126,41y - 50y,NCSA
254007398,26y - 30y,NCSA
234829460,31y - 40y,EMEA
22149393,16y - 18y,EMEA
307345950,19y - 25y,APAC
7330608,26y - 30y,EMEA
96928085,++50y,NCSA
48076539,31y - 40y,EMEA
298950913,41y - 50y,EMEA
97992929,31y - 40y,EMEA
59696352,16y - 18y,NCSA
255377837,26y - 30y,APAC
85254991,13y - 15y,NCSA
284094909,26y - 30y,NCSA
78953939,<13y,EMEA
96969109,26y - 30y,APAC
100790788,16y - 18y,NCSA
241140165,31y - 40y,EMEA
19579925,26y - 30y,APAC
237940390,26y - 30y,APAC
211102296,41y - 50y,NCSA
252887433,<13y,EMEA
96539282,19y - 25y,APAC
154335022,16y - 18y,EMEA
55335494,31y - 40y,EMEA
285352781,13y - 15y,EMEA
38384880,<13y,NCSA
72479945,41y - 50y,APAC
24786888,31y - 40y,EMEA
106389565,++50y,NCSA
36765038,<13y,APAC
153261914,19y - 25y,EMEA
77756998,++50y,APAC
202945158,++50y,EMEA
28810803,13y - 15y,APAC
69850984,++50y,APAC
95791789,31y - 40y,NCSA
199471785,<13y,NCSA
188367721,13y - 15y,APAC
101188895,<13y,NCSA
13004722,31y - 40y,NCSA
76117917,41y - 50y,APAC
96740039,13y - 15y,NCSA
76192211,19y - 25y,APAC
229376521,13y - 15y,NCSA
294820131,41y - 50y,NCSA
272915485,<13y,APAC
170410454,++50y,APAC
145035873,41y - 50y,NCSA
220429704,16y - 18y,EMEA
263272593,31y - 40y,EMEA
203468980,31y - 40y,EMEA
19801835,31y - 40y,EMEA
259052603,++50y,NCSA
242655914,41y - 50y,APAC
215159860,<13y,APAC
303788777,++50y,APAC
68154187,41y - 50y,EMEA
98679978,41y - 50y,APAC
158439886,31y - 40y,EMEA
203559560,<13y,EMEA
177995490,31y - 40y,NCSA
18416546,16y - 18y,APAC
239051322,41y - 50y,NCSA
43233841,19y - 25y,EMEA
307337216,41y - 50y,APAC
162323357,16y - 18y,APAC
103238340,++50y,APAC
212301802,++50y,APAC
74534653,41y - 50y,NCSA
170650102,41y - 50y,EMEA
149492718,<13y,APAC
265147513,19y - 25y,NCSA
271103657,41y - 50y,NCSA
247013803,31y - 40y,APAC
187793245,++50y,EMEA
236833437,++50y,NCSA
285176143,13y - 15y,APAC
89724827,++50y,NCSA
235414434,41y - 50y,EMEA
148339379,19y - 25y,EMEA
81002121,41y - 50y,APAC
25273552,16y - 18y,APAC
248950735,41y - 50y,APAC
7724967,31y - 40y,NCSA
254189942,26y - 30y,APAC
164044601,13y - 15y,APAC
28744798,++50y,NCSA
273077148,16y - 18y,EMEA
43938758,13y - 15y,NCSA
119033577,16y - 18y,EMEA
95835927,41y - 50y,NCSA
274554280,13y - 15y,NCSA
57153966,13y - 15y,NCSA
258959181,31y - 40y,NCSA
199865585,26y - 30y,EMEA
182982218,19y - 25y,EMEA
261637659,13y - 15y,APAC
140286065,16y - 18y,EMEA
151986251,<13y,NCSA
174822374,13y - 15y,EMEA
52443659,13y - 15y,EMEA
182410203,31y - 40y,APAC
249676361,13y - 15y,EMEA
304629714,13y - 15y,APAC
223365911,41y - 50y,EMEA
263158222,31y - 40y,NCSA
133296338,16y - 18y,NCSA
203731204,41y - 50y,NCSA
96605084,26y - 30y,EMEA
95975344,26y - 30y,APAC
5659203,<13y,APAC
203729154,41y - 50y,EMEA
8273888,<13y,EMEA
226405943,<13y,APAC
174850239,31y - 40y,APAC
270114453,41y - 50y,NCSA
103987995,<13y,EMEA
101949913,19y - 25y,EMEA
255552125,41y - 50y,EMEA
296093631,<13y,EMEA
198065487,16y - 18y,EMEA
233610364,31y - 40y,EMEA
12740428,16y - 18y,APAC
17177333,31y - 40y,APAC
145823729,19y - 25y,APAC
135312232,19y - 25y,NCSA
244390019,31y - 40y,APAC
108952904,26y - 30y,APAC
262088330,26y - 30y,APAC
200177717,13y - 15y,EMEA
98215876,31y - 40y,APAC
132982999,++50y,EMEA
194010089,16y - 18y,EMEA
30771522,41y - 50y,NCSA
106369667,13y - 15y,EMEA
79920027,++50y,NCSA
38422041,26y - 30y,EMEA
106344975,19y - 25y,EMEA
202112556,16y - 18y,APAC
135896032,26y - 30y,NCSA
14812075,16y - 18y,NCSA
101036046,<13y,NCSA
28840781,16y - 18y,EMEA
171590392,13y - 15y,APAC
7541773,19y - 25y,APAC
5171618,16y - 18y,APAC
220346897,13y - 15y,EMEA
32247213,41y - 50y,NCSA
120119077,16y - 18y,EMEA
231849264,16y - 18y,NCSA
68741628,26y - 30y,EMEA
108778966,19y - 25y,EMEA
83239828,19y - 25y,EMEA
159490498,13y - 15y,NCSA
27358836,26y - 30y,EMEA
39281236,31y - 40y,APAC
14117001,19y - 25y,EMEA
6257082,19y - 25y,APAC
141457704,26y - 30y,EMEA
71676660,19y - 25y,NCSA
259854626,31y - 40y,NCSA
246575543,26y - 30y,APAC
191529002,++50y,APAC
58485383,26y - 30y,APAC
155941598,19y - 25y,NCSA
74718004,26y - 30y,NCSA
196664115,++50y,EMEA
292664363,++50y,NCSA
284696801,26y - 30y,APAC
16382015,16y - 18y,APAC
208036484,13y - 15y,APAC
137380067,16y - 18y,APAC
98063414,41y - 50y,EMEA
22692016,26y - 30y,NCSA
130239142,<13y,APAC
253714023,13y - 15y,APAC
148971298,13y - 15y,NCSA
308945913,<13y,NCSA
101279534,13y - 15y,NCSA
264736811,16y - 18y,EMEA
74022623,19y - 25y,NCSA
86764901,41y - 50y,NCSA
41703781,16y - 18y,EMEA
286756887,13y - 15y,APAC
150687260,++50y,NCSA
235894414,31y - 40y,EMEA
148941205,31y - 40y,EMEA
96052890,31y - 40y,NCSA
83434526,16y - 18y,APAC
26897448,16y - 18y,EMEA
272113255,<13y,EMEA
229734614,41y - 50y,EMEA
284705792,<13y,APAC
138713650,16y - 18y,APAC
189754255,19y - 25y,EMEA
255019079,<13y,NCSA
290277256,31y - 40y,EMEA
215871665,<13y,EMEA
92851730,++50y,NCSA
114779581,31y - 40y,APAC
114184606,<13y,EMEA
65924051,19y - 25y,EMEA
212059101,19y - 25y,APAC
276027888,++50y,APAC
32893607,31y - 40y,APAC
231158629,26y - 30y,APAC
82612998,26y - 30y,EMEA
269084149,31y - 40y,APAC
112430495,<13y,NCSA
174517364,13y - 15y,NCSA
51077176,41y - 50y,APAC
264379171,<13y,NCSA
100160144,<13y,EMEA
283041844,41y - 50y,EMEA
187154021,<13y,APAC
169495201,41y - 50y,NCSA
205750589,41y - 50y,NCSA
147628647,++50y,APAC
146326854,26y - 30y,EMEA
238723946,26y - 30y,NCSA
69156164,41y - 50y,EMEA
179926923,++50y,APAC
49528012,++50y,NCSA
279632175,19y - 25y,APAC
90116683,19y - 25y,EMEA
60700996,41y - 50y,NCSA
90759276,++50y,NCSA
213548497,<13y,APAC
43469059,13y - 15y,NCSA
259922897,13y - 15y,EMEA
45591638,19y - 25y,APAC
138337920,41y - 50y,EMEA
22743050,41y - 50y,EMEA
247156422,41y - 50y,EMEA
194862463,16y - 18y,EMEA
132931415,13y - 15y,EMEA
23571356,19y - 25y,EMEA
15212520,13y - 15y,EMEA
45860954,13y - 15y,NCSA
240705347,31y - 40y,NCSA
133232397,16y - 18y,EMEA
68290461,19y - 25y,EMEA
271434725,16y - 18y,APAC
125950983,++50y,EMEA
20216091,19y - 25y,NCSA
65894866,31y - 40y,APAC
268643667,16y - 18y,NCSA
189612024,31y - 40y,APAC
3491542,26y - 30y,NCSA
297438145,31y - 40y,APAC
245277745,41y - 50y,APAC
1678012,31y - 40y,APAC
37499845,<13y,NCSA
130182003,26y - 30y,NCSA
264165268,13y - 15y,NCSA
49468196,13y - 15y,APAC
73489857,31y - 40y,APAC
60923203,41y - 50y,NCSA
130349640,41y - 50y,EMEA
37335301,13y - 15y,NCSA
255981715,19y - 25y,EMEA
28959282,26y - 30y,APAC
71987270,41y - 50y,EMEA
234773959,16y - 18y,EMEA
78809307,<13y,APAC
269101800,26y - 30y,NCSA
91855289,16y - 18y,APAC
128757926,26y - 30y,APAC
235211041,41y - 50y,APAC
151150640,26y - 30y,NCSA
152557798,<13y,NCSA
264885924,31y - 40y,NCSA
299500179,41y - 50y,APAC
61387745,16y - 18y,EMEA
164575625,16y - 18y,NCSA
53313845,13y - 15y,EMEA
189848320,31y - 40y,APAC
178268395,31y - 40y,EMEA
138989138,++50y,EMEA
94989345,19y - 25y,EMEA
97303889,13y - 15y,APAC
17686238,19y - 25y,APAC
67143091,31y - 40y,EMEA
111003584,<13y,EMEA
216917869,16y - 18y,EMEA
226289161,13y - 15y,APAC
278323789,19y - 25y,EMEA
157905530,16y - 18y,APAC
37486383,31y - 40y,APAC
219226980,13y - 15y,NCSA
218546543,31y - 40y,EMEA
28514166,<13y,NCSA
21840282,26y - 30y,APAC
182920645,++50y,EMEA
175757605,<13y,APAC
298876458,41y - 50y,APAC
262753037,16y - 18y,APAC
162718876,26y - 30y,EMEA
245549905,16y - 18y,EMEA
177490030,13y - 15y,EMEA
107169860,19y - 25y,EMEA
255394655,<13y,APAC
237592086,<13y,NCSA
33373509,++50y,NCSA
229985217,16y - 18y,EMEA
177712244,26y - 30y,APAC
108449369,<13y,NCSA
250095139,41y - 50y,APAC
163761884,41y - 50y,EMEA
116506045,16y - 18y,APAC
80581919,26y - 30y,NCSA
219618115,26y - 30y,APAC
40968678,++50y,NCSA
186435860,16y - 18y,APAC
1101362,41y - 50y,NCSA
224935778,41y - 50y,APAC
220302362,16y - 18y,APAC
266306148,13y - 15y,NCSA
270800198,31y - 40y,NCSA
195785481,26y - 30y,EMEA
124936603,41y - 50y,APAC
65427940,13y - 15y,EMEA
3099990,31y - 40y,APAC
123742853,++50y,EMEA
23481615,13y - 15y,EMEA
217082358,16y - 18y,NCSA
224514650,19y - 25y,APAC
106302298,16y - 18y,NCSA
